PolicyID,CustomerID,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,policyid
780,780,Life,2020-01-09,2025-10-31,2186.24,40971902-1be7-4690-ab58-188ded395db4
781,781,Auto,2020-12-08,2026-07-06,4678.61,6af6df72-3943-4960-bf40-6e5ecfd73e34
782,782,Auto,2021-03-07,2027-06-30,1355.86,440ddf32-f6a5-4442-809b-e8798bbe7622
783,783,Health,2021-01-03,2026-02-07,4527.31,a09460fe-3b4a-492c-aada-bab1c907a152
784,784,Auto,2024-06-30,2028-09-13,2787.48,983442c0-f5b3-4c76-be21-fd8aaf76d117
785,785,Health,2022-01-31,2027-09-08,4105.17,7d014139-160d-4fae-b3f1-e6601cbbf442
786,786,Auto,2021-06-09,2026-10-29,3922.75,3c8bf9c7-9bbd-476d-9af7-116654862f74
787,787,Health,2020-02-04,2029-01-04,3920.46,b8cb0c19-7a66-44d2-95ef-faf0705a5a47
788,788,Home,2024-02-24,2026-03-05,1569.89,ac462f76-bf4a-49ef-ad8d-7692af2a4bb3
789,789,Life,2024-04-29,2026-08-27,4878.73,de5de068-5649-42cb-8fdc-83ba3a50866c
790,790,Home,2021-09-13,2027-12-13,2867.96,449053cb-f678-499c-970e-1bae9a91ad0b
791,791,Health,2022-02-28,2025-01-08,4703.73,a05fbb46-b58e-4ae1-994b-0d4dc9328008
792,792,Auto,2020-08-08,2028-11-16,2117.3,4f2b9288-2f2d-4a18-b73b-c85af6278295
793,793,Health,2021-03-14,2029-05-17,4838.9,b3181282-9ded-4331-a2bd-b4976d1c0ce5
794,794,Life,2021-03-26,2025-07-02,1365.1,5b66aa9b-db10-4170-af83-06fee1364857
795,795,Life,2021-05-16,2027-07-07,4736.64,2794656a-29a9-4f88-8895-fd884df695c7
796,796,Health,2022-10-09,2028-05-25,1873.87,40473994-2a97-4a1e-9e7a-210589bd3069
797,797,Health,2020-03-20,2026-02-25,4352.8,ad82b9f6-8c2d-430e-85c6-f7b7b7ae7f67
798,798,Health,2024-04-15,2028-08-08,2106.02,f56bb0c7-6248-4ddd-b1c0-d87cc2868d82
799,799,Health,2023-08-01,2028-02-20,3916.43,44311333-1ba2-4412-b302-b85028cd1943
800,800,Life,2021-01-02,2026-03-06,1493.59,e6d34598-172e-4688-a1f0-03b4de99f6e8
801,801,Auto,2022-03-23,2025-03-04,2688.39,a68b6ebd-4427-4cbf-bc30-e168b67b5b96
802,802,Home,2020-11-24,2029-02-11,4270.08,735fdec8-a97d-420a-9d2e-0f3d76e1404a
803,803,Health,2023-05-18,2024-10-01,1276.03,486ab724-7ab6-47a5-a462-77d6fd88babb
804,804,Life,2021-08-11,2024-09-28,1707.28,8420eb11-53b2-496b-89f2-4ce4580dceaf
805,805,Auto,2021-04-11,2025-10-21,4946.18,d9e53b37-c3b0-43f1-9c42-dd4b78f15083
806,806,Home,2024-04-04,2026-02-08,4514.03,8caac8b5-1234-407d-90af-3f4c58bbcc3e
807,807,Health,2023-05-09,2026-04-01,1308.22,884d1df4-c7a5-4966-9075-ae1eaa894f41
808,808,Health,2019-07-24,2027-02-23,2690.51,557297f2-ecf6-4e3d-9fe2-5ccd089d2e08
809,809,Life,2023-01-30,2028-02-10,3020.29,4ee99a78-0628-4b30-9dfe-a2f40ea98d8b
810,810,Health,2020-12-30,2025-04-15,2797.92,5dc83fb5-69bb-4c9d-91d3-9fa7ba518c8a
811,811,Life,2024-05-23,2026-09-13,2382.72,6a5b86fb-fa0c-4b67-99cb-06c65cc44c00
812,812,Home,2020-02-04,2026-09-25,1888.57,0dd643b5-2a73-44c4-9dfa-542acd070ed4
813,813,Auto,2022-04-21,2027-09-18,1641.54,f44b9aee-49f5-4bcb-a1ee-a9ea27fb28c6
814,814,Health,2020-05-11,2028-04-14,1405.78,07f460ee-ca9f-4363-a7f8-587eb7bdd60d
815,815,Life,2023-05-19,2028-04-25,2811.71,11fb8f87-c0af-4b65-bf7b-a7f2c9421e1f
816,816,Health,2021-12-06,2027-03-15,1047.04,e9081e2c-ddfc-479f-a4de-6f5b5283a333
817,817,Life,2020-10-01,2028-01-18,2273.56,724dac89-c817-4581-95e0-a81ea69139b4
818,818,Life,2022-01-02,2025-07-17,3974.66,3f7bba51-c51f-4704-bc09-e5aaf6755dd2
819,819,Auto,2020-11-18,2025-09-07,2694.58,e8aeaa72-7386-48e4-b6bb-82ba0185106d
820,820,Health,2022-02-06,2025-10-03,3212.83,a2a7e9b8-94ef-4803-9f84-b08cb38b8389
821,821,Home,2019-08-14,2026-10-01,1362.45,05f657a3-c5ed-4147-9aa9-53fcf3549696
822,822,Auto,2021-01-12,2028-04-26,3230.7,ed9ba8d7-ca8c-427d-aa51-d079429eb483
823,823,Home,2021-04-07,2024-10-29,1039.94,57aaf05a-0fcb-4de2-8c64-78bee5950b54
824,824,Life,2020-07-06,2026-07-25,1131.89,315053fd-8c6b-417d-bab5-49f699fbabf2
825,825,Health,2023-01-10,2028-10-26,2363.68,f28a2623-8522-4d33-b64c-774e74a5e76e
826,826,Home,2021-05-18,2028-09-04,1126.52,e92a63ea-c0fb-4df2-b64f-4618cc1f14ef
827,827,Health,2021-04-17,2025-09-10,2579.0,73d77912-1ffa-41d7-bdba-a94215e6b4e7
828,828,Home,2023-01-01,2025-08-27,3099.23,391bf860-99c7-49ac-a4f4-7b066f080538
829,829,Auto,2020-11-23,2026-12-19,1377.87,f475b5fd-f644-41c8-8029-672ae675aacf
830,830,Health,2021-04-21,2029-06-30,2736.27,fa3148ed-698b-4031-b23b-85641acd5f36
831,831,Health,2022-09-09,2026-02-22,4204.73,637fe374-d68b-4ff7-8a44-c392faa7c099
832,832,Health,2024-03-21,2028-02-24,4611.02,e341ba40-5c27-44f3-a183-b998dabfcfe7
833,833,Home,2024-01-05,2028-07-11,3602.43,b80ecc43-594d-4cee-8c56-b20d7c82c615
834,834,Home,2021-03-25,2026-12-29,1057.01,7a46a61b-3144-4d18-aa6b-6885f5b10bac
835,835,Health,2019-12-08,2028-10-06,1365.14,aa91f7de-0a81-4260-83f5-4dcc4899bf1c
836,836,Life,2022-02-16,2026-12-14,1254.62,0515bebc-acea-4f95-8e71-6b8d926ab6f6
837,837,Life,2021-04-22,2026-05-13,2775.3,ea521d72-7ab0-4fc9-9d47-c0043d08c07f
838,838,Health,2021-12-16,2027-02-03,2067.04,e98a4871-a77d-4bed-b4fb-e317f82786cd
839,839,Auto,2019-10-12,2028-04-05,4818.05,535ed70e-a2b0-4b01-9e9a-4c54193febfc
840,840,Life,2024-01-14,2028-05-04,3517.65,850b9bc6-9f0c-4789-9b39-cbd9f38774a3
841,841,Health,2023-11-04,2027-10-29,4117.09,6d02b11f-2180-41bd-9211-e2fa01755d0a
842,842,Home,2022-10-30,2026-06-19,3618.71,ff6c3def-18ee-49c1-b945-d265963d7d4f
843,843,Auto,2020-05-24,2028-12-06,3828.64,09094ae1-7914-4c06-8f3e-1de27fac0b7f
844,844,Life,2020-10-06,2026-07-12,4947.0,f2aa715f-5948-44a8-8c09-366b49c3532b
845,845,Health,2021-01-16,2029-07-11,4181.23,5a459c74-6a72-4701-8655-49690bfcd905
846,846,Auto,2021-06-23,2028-11-14,1454.14,894254a2-0b8e-4347-b9d4-6376322df5e9
847,847,Home,2022-05-25,2026-08-26,2112.22,e0a5b35c-b9a3-4892-a489-2b2a17b1bea6
848,848,Auto,2020-12-12,2027-06-29,2744.45,491f1498-04af-4893-9fd2-62a02e0e9917
849,849,Life,2021-08-24,2025-06-05,2136.83,9e4a3097-a88e-466b-b527-43bd0b34b049
850,850,Health,2021-12-21,2028-07-17,3908.61,468519d1-d4ca-473e-b9a8-30135d3fadba
851,851,Life,2023-06-25,2025-08-12,3119.52,749dd515-7a5a-4c2f-ba60-17fa7fea5597
852,852,Auto,2021-04-12,2026-08-01,4586.46,5ebe7d2a-4653-4bba-8d33-4a946383120d
853,853,Health,2022-07-13,2027-09-25,2836.24,ee7fd7a0-5989-4735-bfe4-158543a816a2
854,854,Health,2022-05-30,2027-11-23,2089.04,71fdeeb1-c0e7-4f2f-88d2-64ad36ba65f4
855,855,Health,2022-10-07,2027-01-08,4865.45,b5505d2e-6f04-4464-b55b-e4e68634ecf5
856,856,Home,2020-05-14,2025-09-14,2362.81,82bcc817-b723-43ff-91d2-a1355195135c
857,857,Life,2023-08-08,2028-08-01,4917.72,5e65b57e-abca-4701-b30a-75bdf980a901
858,858,Life,2022-02-06,2027-11-09,1537.08,aec3b720-10f7-4415-a56f-99bd9dcde405
859,859,Life,2019-12-14,2025-10-09,3448.7,1ffcc08f-f2f2-4e18-95f3-7db915c83e9e
860,860,Home,2020-08-21,2029-06-25,1400.89,4fe631ab-c0e9-46ea-93b2-d0ef35201674
861,861,Home,2022-11-27,2029-03-23,4623.26,313ed940-fe79-4ebd-b842-43c0e1eac332
862,862,Life,2023-10-04,2024-10-11,2495.41,d94a4636-dd42-4c8a-aec4-a7397e2e97d7
863,863,Life,2022-11-26,2028-05-26,3106.18,cd6d7e38-c180-4148-b447-9b54c93cf8bc
864,864,Life,2022-01-09,2025-09-11,2714.75,9872d7dd-a162-4d2c-aa1e-683946633e47
865,865,Auto,2022-06-12,2028-07-10,3303.12,45102efc-83af-41c3-9bb9-10c1c079787e
866,866,Home,2023-11-23,2029-02-03,3684.91,975eb1d4-6e31-48dc-981d-fa95b0edf4c2
867,867,Home,2020-04-06,2027-10-09,1131.24,625b7939-77f2-40f4-bc7f-5372030d787c
868,868,Health,2022-02-25,2025-12-10,3929.09,6b56e85f-f1a6-4296-b8d8-b609f664447a
869,869,Life,2024-05-26,2025-02-28,1710.36,70661804-25ff-47aa-a60a-d0c158202cbe
870,870,Auto,2021-09-12,2027-08-22,4895.42,4fbf9e5f-d0cc-408e-a9d8-3fdc923aee92
871,871,Health,2024-03-21,2024-09-16,1153.01,d40fccc8-8f98-4fe3-b649-ee8d235321fa
872,872,Home,2022-08-25,2028-03-17,4313.75,d73ef935-d72e-4bb7-9c3b-d164d01e01a7
873,873,Home,2020-08-12,2028-07-02,2860.4,932cb982-f915-41ac-9e57-b88b9138c33d
874,874,Life,2020-06-18,2028-05-30,1691.75,15a38607-c43a-44c3-9e5d-9903639b78cc
875,875,Home,2024-02-06,2025-05-02,4235.76,e0003059-332e-47e4-be33-018df33ce600
876,876,Health,2021-08-11,2028-02-23,1341.14,9e115eab-c02e-4885-803f-a2ece3bd4961
877,877,Home,2023-02-09,2025-08-31,4884.89,e2ced9fa-fdec-41fc-9227-364f957a7399
878,878,Life,2020-01-11,2025-03-04,2291.56,d9e0d132-dcdf-4b87-b068-6d625d590ce3
879,879,Life,2019-12-20,2027-07-08,2047.97,fcea0b0f-b8de-4453-bbba-1edeb890b920
880,880,Home,2022-09-22,2024-10-31,3167.65,7c8c3542-3654-41b7-b2c5-b6e6f1299036
881,881,Auto,2019-10-27,2028-01-20,2444.41,15b31f5b-b4ca-4e49-8f34-01ed7d4b1065
882,882,Home,2023-09-10,2029-06-11,2388.24,e4aada78-af92-4492-af12-fbc948863869
883,883,Life,2020-02-27,2027-11-04,1150.05,ad6d45f2-5e90-4157-b006-91097c4e76b5
884,884,Life,2020-11-27,2027-03-03,4803.18,985f2983-a18c-4b68-895e-b0e2814085b4
885,885,Life,2020-09-21,2027-08-03,1348.27,b0037fe5-4832-41e9-923e-95f6d66d13c0
886,886,Auto,2023-01-16,2026-02-14,1466.64,265ac06d-1701-41a2-8f1a-208a7e88d95c
887,887,Health,2019-08-27,2024-09-17,2638.96,44c1ec80-2173-4420-9b84-81e2ce3df807
888,888,Health,2022-09-10,2025-07-31,2324.65,0ddc65a0-8448-4c11-8e72-5789a8878ca2
889,889,Auto,2021-09-24,2027-05-25,3168.54,93b2a5b3-e28a-466d-b0cd-56ab6e459008
890,890,Home,2020-12-05,2026-09-08,2222.79,27c94f2f-2fbd-4f17-bdf4-b8c9691e007f
891,891,Health,2021-03-27,2026-09-12,2687.44,3caa4b7b-90ee-4cac-aa2f-e50ff84a94f9
892,892,Auto,2020-05-13,2027-09-01,3889.51,1eff5910-cc4b-456d-9c65-e6939aea2301
893,893,Auto,2024-01-02,2025-08-27,3235.63,74a7e1fe-8de0-4f93-81d6-ac2b4d0f0a83
894,894,Auto,2023-09-09,2027-01-07,4015.17,8569803f-6832-44bd-9b75-81631c7edeba
895,895,Life,2022-11-06,2025-09-18,4984.49,410f5395-a830-4e11-ac8f-51018743062c
896,896,Health,2021-10-09,2024-07-23,1564.75,a0d48fb9-a410-4a1d-a84a-973c6f3545e1
897,897,Home,2023-10-12,2028-09-27,4924.07,5a3592aa-13d9-4626-a567-47e710dc1ec4
898,898,Auto,2021-06-23,2026-12-31,2352.81,7886ebff-af8d-484f-b960-3119110be828
899,899,Health,2019-09-19,2025-05-05,4965.92,1c144267-e38a-4a70-8d93-20b8bff4f275
900,900,Home,2020-06-19,2028-12-10,4726.05,b2252b7c-1ed8-40d6-924d-78e8c482fd4a
901,901,Auto,2021-01-28,2027-03-03,4778.96,9c9f62e8-fa99-4e2b-a03a-74dc96d7d6b1
902,902,Home,2020-03-16,2027-12-31,3160.51,1842c5fa-09d4-48ea-a1d4-4b9603d818ec
903,903,Home,2024-03-25,2025-12-29,1539.96,67ccf49a-dba0-42ac-8eca-530cc7ce5a5b
904,904,Health,2024-06-21,2027-05-05,2432.38,7860d3c2-33c9-4cac-9721-bcc12009a93c
905,905,Health,2020-04-27,2026-01-14,3807.8,96b315c0-d229-47a0-b6ba-e6c86fc0bc5b
906,906,Life,2022-06-30,2026-08-21,3816.33,4b3a30a6-8bcd-445e-9ed1-25ba4d7e9cc1
907,907,Life,2022-05-25,2027-01-04,2090.75,2ed8889a-7734-4396-8bcd-82764128504c
908,908,Life,2022-05-31,2027-12-11,2995.3,d7161e9a-fffa-4afc-934c-b18a9cdd1279
909,909,Home,2021-07-15,2026-08-15,3954.02,f3f51c71-08d7-4dfc-955f-3eef4332b2e7
910,910,Life,2023-04-14,2027-05-30,2944.66,8718bf88-bce4-4502-9d3a-7ba9eb21d68b
911,911,Health,2021-08-06,2025-09-29,1037.38,f7910948-4e79-436c-9d05-271028f05464
912,912,Home,2019-08-10,2029-06-24,4482.44,98922b7f-a548-4b97-95c4-7131b868c9e2
913,913,Auto,2023-04-02,2025-07-11,1587.82,54e3bd76-f2b5-4956-a7bd-6aac0c3c617b
914,914,Life,2022-07-23,2026-08-23,1553.18,d49a2e17-56ef-48a1-80e6-9723c39a6aac
915,915,Home,2021-01-17,2027-11-30,1009.43,60ad821d-e101-44dc-a51b-d5414c798585
916,916,Life,2023-12-16,2029-02-03,2864.9,87fc7e3e-8f2a-4837-89ff-5b5292fede28
917,917,Health,2022-06-03,2025-04-03,4763.63,c5679f03-15e9-417e-abff-dd514e6f6055
918,918,Life,2020-06-30,2027-08-28,3092.12,7d5a7b05-591a-4762-a2d4-1fc620605930
919,919,Auto,2019-11-20,2029-06-13,1537.71,e1bc4094-b843-40d0-b77d-c6624a39dd85
920,920,Life,2020-02-08,2027-08-24,1290.89,0b54104b-856f-428e-819a-722c9ca697a8
921,921,Health,2019-12-22,2024-10-19,4822.28,cc7d19ed-f0c5-498a-b236-cd790935db2a
922,922,Home,2021-07-06,2027-09-15,2917.47,e84454cd-c309-4fa6-aee1-0cb7793eb0ce
923,923,Life,2020-04-14,2028-05-27,1324.68,588132d1-2a13-4c97-b832-c1228cda29e7
924,924,Home,2020-04-16,2024-11-22,3341.42,e918dee6-4a6b-496e-ac89-a698f648017a
925,925,Home,2020-04-19,2028-01-21,1421.61,75071409-cdd0-4cb8-942c-9a6193b45a29
926,926,Auto,2022-07-31,2029-02-28,1305.11,498459a6-b1ff-4d38-9573-16d014274e95
927,927,Health,2022-09-17,2025-11-30,2846.21,074f88df-6238-4b26-b3a2-a9796d186494
928,928,Auto,2021-07-31,2026-03-29,2266.82,dd949a21-4122-49b9-9e7f-d968d651586e
929,929,Life,2023-08-23,2027-01-03,3508.63,903014bb-1c17-40b1-80e5-bcc0d5d2d719
930,930,Home,2023-06-06,2027-02-26,3903.58,3db1c6b7-8c14-44bb-88ab-31d70797c70d
931,931,Health,2024-01-09,2026-06-19,4489.37,abbb7a13-4e63-4f56-bbdb-32515cd7b4f9
932,932,Home,2022-09-20,2028-01-06,1089.77,41d38faa-944b-4b13-a745-cd872461edbd
933,933,Life,2022-12-12,2028-08-10,4050.99,c1c444c2-c240-44e2-b352-f465fb602065
934,934,Life,2024-07-17,2024-11-27,2093.16,90849924-36e1-4497-a3ec-eb0297c317a0
935,935,Life,2023-10-05,2027-11-13,3885.11,4e70abcd-226a-483a-9b51-7672ce2bc30c
936,936,Health,2022-11-16,2025-08-16,4526.02,4118a76a-d684-4677-9cac-0e173a01667f
937,937,Life,2022-12-13,2026-06-28,2957.15,e5b3a841-4c5b-41d6-9564-4c508d25971c
938,938,Home,2024-03-31,2024-09-15,2767.89,53db691a-17b8-4f55-87e2-5df05c9d85db
939,939,Home,2020-01-02,2028-08-16,2173.07,7124fe79-1cc3-49c8-8495-e6a54ff4affa
940,940,Life,2019-10-24,2024-12-22,4803.48,4a646cd3-8d19-40ab-9297-3379375f4f11
941,941,Home,2024-07-08,2028-07-25,3721.52,5766da92-130c-4166-9ed1-6942857c5502
942,942,Health,2020-06-10,2025-07-25,4537.42,9da5f7fd-208b-409d-98e9-e907a0206590
943,943,Health,2019-09-30,2025-04-09,2045.34,87bc2b04-1170-4599-a12e-9b25628882ee
944,944,Home,2020-12-02,2029-05-29,1261.78,f29a5d95-e81a-4b10-b38f-66f85be00587
945,945,Life,2021-09-13,2028-02-29,4526.47,21f6debd-4ab3-468b-8e8d-f6cd5f226bde
946,946,Home,2020-09-10,2027-01-22,3921.63,62b4555d-0fcc-44d7-9b99-beeaacee228f
947,947,Health,2021-07-21,2026-01-04,2487.87,e0fe30d8-561d-42f2-a181-4ba29b2edc6f
948,948,Life,2022-06-26,2028-09-03,1081.26,89934f61-4688-4856-b2c9-7d53c41a636e
949,949,Home,2022-11-15,2026-11-07,1179.09,22dc3613-5fd1-46f2-be4c-f433b539ec33
950,950,Auto,2020-04-13,2024-12-05,4004.48,70bd04df-d248-4e59-8287-4fad88e809ca
951,951,Life,2023-08-11,2025-02-09,1545.34,971e18fc-cfc1-4a97-880b-46df26cb57e8
952,952,Health,2022-08-31,2027-05-28,1767.64,5de2db62-fc3d-44b7-acc2-165d2c49eeb0
953,953,Health,2022-10-26,2025-01-25,2082.54,f88a0e31-85c7-4db4-921c-2bb71d976dc3
954,954,Auto,2022-08-02,2027-11-03,4091.48,254f8367-3c12-4a7d-9649-15b3df57a73e
955,955,Auto,2024-05-27,2027-04-03,1163.71,6514e77b-60aa-4c31-a901-a8e5cbc5e87f
956,956,Auto,2023-03-06,2024-11-22,4472.89,a8748734-160a-4cdf-93e5-3f42268c75a2
957,957,Home,2023-08-15,2026-06-28,2465.44,79441be4-8011-4853-8a48-fb3d3db3d263
958,958,Auto,2020-08-07,2027-04-29,3097.54,d3d8ad34-1e68-4207-880d-edf86beae937
959,959,Home,2019-08-18,2024-09-02,3121.13,21fbd9aa-e4cf-4d6f-a879-fe5efb3ab50f
960,960,Auto,2021-12-06,2026-09-17,3918.82,34e3bd63-2c17-4ec9-90b2-14819587515e
961,961,Home,2023-06-28,2024-09-12,3659.14,e8de332f-a164-43b5-bfef-288495d8f43b
962,962,Auto,2021-08-14,2029-03-12,2090.28,4b7aca2b-7491-4336-a1c8-1e81527890b1
963,963,Auto,2019-09-27,2028-08-31,2957.4,62d2d255-6f96-45d1-96c3-4d60ebe6b94d
964,964,Home,2023-10-31,2024-12-24,4950.97,4014ec3e-f448-4e18-a10b-a0aa9ad3ebad
965,965,Home,2023-01-27,2027-04-16,4549.59,6f5c0c61-1675-47a7-98a2-ac58c300f93c
966,966,Home,2020-10-13,2028-11-27,1860.43,9ddda770-2962-4ec1-ad3b-e8ae6f8bdb5e
967,967,Life,2020-02-22,2029-05-26,2527.91,3aa608f4-cba2-4b74-9a2a-629badfd0add
968,968,Auto,2020-04-29,2028-03-22,1112.44,ac45a9f1-1a05-4761-b640-7c829fe969d8
969,969,Home,2024-05-24,2028-11-12,2445.43,31f115d2-f2d9-4765-b8c5-5d56b57c22b2
970,970,Auto,2022-03-18,2025-02-21,4629.69,aa46baaf-7509-47c0-bbc3-5dae4b1d8fd2
971,971,Home,2023-09-07,2026-09-20,3618.33,0fadbff1-7a88-427b-9fe0-88a3eef36004
972,972,Auto,2020-07-14,2027-03-23,1812.9,8a13a853-63dc-4a46-8c7b-ffcfb24d1cd4
973,973,Home,2021-06-20,2026-06-14,1151.97,8eb3e673-83c7-44a7-8cac-d7072841d5ab
974,974,Life,2020-10-29,2025-02-12,1084.27,09027987-cbdd-44da-8d88-37b9e34d5eb7
975,975,Home,2022-07-04,2029-07-16,1562.06,f65c2ffc-2db7-4192-8145-3be81e10fd16
976,976,Home,2023-07-25,2028-09-30,1063.68,2a681e68-4fe2-47c9-97ce-71ee4788e839
977,977,Home,2020-02-12,2024-11-29,4358.6,afed47c1-d47a-4a38-b691-7da78ab7d509
978,978,Home,2021-09-12,2029-04-25,2011.2,2ee11840-bfc3-4d1a-985a-890819873f86
979,979,Health,2019-11-10,2026-03-02,2607.84,142a3ec0-3955-4e3c-abb4-9bd16428fefe
980,980,Home,2021-06-16,2025-03-24,4975.51,6d123cc4-9911-4a41-bf97-f514bd0c3901
981,981,Auto,2021-05-23,2027-09-09,4411.61,bd131bbb-055c-464b-8685-c7cd478487a7
982,982,Auto,2022-02-06,2027-09-01,4007.55,c976e752-ee28-4aa6-a410-b2cc2b9d38cb
983,983,Home,2021-03-21,2028-11-22,1569.27,355f8f6a-69fb-4e3e-83a0-609ca19b3ce9
984,984,Auto,2023-09-02,2027-09-13,2634.86,d90061f8-ad36-44c0-bd02-6a70d8cfe509
985,985,Home,2020-09-05,2025-10-22,4483.59,43f23f94-21a0-44fb-8ba1-aba153e859ac
986,986,Auto,2020-10-09,2025-02-20,1939.86,5fe32cce-3188-4cda-9477-950b9ab2ea61
987,987,Auto,2023-09-03,2026-10-24,3743.78,20b4bfb1-db29-4291-a689-401cc0abfd1e
988,988,Home,2021-06-28,2028-04-29,4927.91,b75565e4-8ecd-43a4-8e5e-f9edac48b8d6
989,989,Life,2023-12-28,2029-03-24,4300.37,af7bea2a-7752-4650-9e01-c34d7fe47ee9
990,990,Auto,2022-01-10,2028-05-14,1523.08,475429e1-aab3-41b5-a3df-234c6e94c7cd
991,991,Life,2019-07-30,2028-09-02,4147.7,e890e937-7119-4392-b29a-a122467b30e7
992,992,Auto,2024-05-07,2027-06-09,3683.59,17a1854a-ec58-4d53-b581-87298094da37
993,993,Home,2022-07-23,2025-03-12,1412.77,d397b2f0-7ada-498e-81e1-052cae5a01db
994,994,Health,2023-11-19,2025-12-04,3900.42,88d6a709-e0d5-4f86-bdc3-941c728c565b
995,995,Auto,2023-07-17,2025-10-11,2444.88,1d129dd4-b6a1-46db-b791-7503caeaf199
996,996,Home,2020-07-04,2027-05-16,3881.27,279b86aa-a0d5-4cce-a7d0-ca844fd5efa7
997,997,Home,2023-11-15,2027-10-17,4842.02,89624699-de81-4a34-b4f7-8ebb8248a978
998,998,Life,2023-06-08,2025-06-06,1419.53,b1570098-632c-491e-b80d-7ad098cf715f
999,999,Life,2022-10-30,2029-03-27,4875.29,51a9d0c9-23b4-4c34-9b82-39820ce11995
1000,1000,Health,2024-03-03,2027-04-26,4284.31,64de6a0c-9552-4b91-8dbb-dffc66eb279b
1001,1001,Life,2022-08-31,2028-05-15,3353.21,82154a44-2fa9-4e1a-be92-a3194e68b61a
1002,1002,Auto,2022-11-03,2027-05-06,1652.02,3b233105-2293-4d92-aa90-647b8b797d65
1003,1003,Auto,2021-07-16,2027-01-16,4400.21,ac38a8d4-212f-4a30-8d1b-aee5541c56cf
1004,1004,Home,2022-09-25,2027-03-24,3666.3,945b0ba1-65a0-4f84-94ab-f5949bed1fda
1005,1005,Home,2023-05-25,2025-07-26,3811.95,9d7cc0c2-136c-45fd-823d-0acfe85690b4
1006,1006,Health,2020-08-15,2024-10-26,2119.93,e1df42a5-2a07-479d-bf13-2c9a93ec3092
1007,1007,Auto,2020-02-19,2024-12-24,3874.98,a15124c3-c1fa-40d6-88bc-ee1f116fbd09
1008,1008,Home,2023-04-13,2027-07-14,1480.35,4e66d2f0-f4bd-4c7c-b078-b1507c7f2d13
1009,1009,Life,2021-12-17,2028-10-22,4744.65,0cf9b2cc-48e3-4d48-91c4-4f28325f839f
1010,1010,Life,2023-09-18,2027-01-13,4278.66,aaf99d05-5032-4710-94fd-b9fb2ddbd56b
1011,1011,Auto,2023-08-24,2024-09-17,1602.36,bd48592b-b8f9-409c-b3ce-37c45870fe88
1012,1012,Home,2020-10-27,2025-04-21,1518.77,75fcfd5d-d8c9-445b-9c12-8e59169c7dfd
1013,1013,Life,2021-12-07,2027-12-02,2478.77,251036c2-e029-4734-8444-d71f3f214602
1014,1014,Life,2023-04-03,2026-06-09,2982.37,9d365c4d-6a2a-49df-a7e8-42e496457964
1015,1015,Auto,2020-02-16,2024-11-06,2760.99,9062fae2-bbfa-4f59-8557-2d5e640bf287
1016,1016,Health,2019-07-28,2029-01-25,3894.36,9361b6bd-b66b-46db-96a1-303006a7814c
1017,1017,Life,2021-09-04,2025-05-10,4668.94,3e9025bc-0662-4fd2-836b-5143e03eba28
1018,1018,Home,2022-09-21,2026-04-28,3891.07,a5954fd0-19e5-479d-a086-01d625092c0c
1019,1019,Health,2019-08-25,2026-04-24,3133.7,6bacb5d8-328b-4e9d-9e16-0670a2327463
1020,1020,Health,2019-09-10,2026-08-01,4203.71,226de816-742c-47b9-bb48-532c103d0c18
1021,1021,Life,2023-07-24,2028-05-13,2536.29,aa1be26c-efe7-4877-a481-a06ff53dfe8c
1022,1022,Auto,2020-06-18,2026-05-02,1337.12,246ae8c3-ecc0-4ca6-830b-9a5fb27d3c63
1023,1023,Life,2023-12-12,2025-03-06,3154.66,51a01db7-8947-4589-9055-7537ab19a1ae
1024,1024,Home,2022-09-15,2025-08-13,1601.36,d87d4397-73de-44ce-9dde-65200d5ab30b
1025,1025,Home,2024-01-19,2026-05-01,3063.44,0a2a50fd-a60a-4edb-8634-5cccecd611d3
1026,1026,Health,2022-12-25,2028-10-02,4107.41,fe972eb9-33fd-48bf-b00d-e68e639ee0eb
1027,1027,Home,2021-08-16,2026-08-08,4279.92,4fc48357-af5c-4b81-a07c-66301b1cb2e0
1028,1028,Auto,2019-10-07,2026-08-29,2671.85,33055f35-05d5-42d4-bc6d-551dc1b6bfc8
1029,1029,Health,2021-08-26,2025-06-10,4895.22,9ed47927-8b25-4aec-8ab2-61fddf855148
1030,1030,Auto,2019-08-13,2028-08-21,2134.12,be89d79a-f5d6-4f91-b9c0-f8992c2a32f3
1031,1031,Life,2023-07-01,2026-08-04,3728.48,c61f43b1-b20d-45d2-86dd-c308bc94f01f
1032,1032,Auto,2022-05-01,2024-08-12,4432.53,502856f2-636c-44c7-805f-5e16847af9ed
1033,1033,Home,2021-03-25,2026-08-08,1197.09,69e62bc9-5817-45a5-86a6-953ceec96867
1034,1034,Home,2024-03-13,2026-03-04,4782.25,02c6f138-937d-4ff8-a4db-80436f5a7a0f
1035,1035,Health,2023-06-25,2028-09-09,2151.93,c58e180a-fd27-4f6b-a0ec-7f6287269abb
1036,1036,Home,2023-07-23,2026-07-02,3544.43,e6043122-f724-4f8f-8999-f9bf86efe386
1037,1037,Home,2024-06-30,2028-08-11,3688.61,5ea4eeb8-5a31-4a2d-80bb-5b98e3d9b980
1038,1038,Health,2021-04-22,2027-01-31,1849.79,997aad0c-2439-474e-afdf-626e16428f47
