InteractionID,CustomerID,InteractionDate,InteractionType,InteractionOutcome,interactionid
3898,17,2023-09-17,Email,Unresolved,6c43e251-30df-4d9a-8cd7-88721e41a669
3899,44,2024-02-07,Call,Unresolved,7d6a2c05-8920-4cff-8b20-9764e83c2be9
3900,951,2024-06-30,Visit,Unresolved,7f7c43b4-072e-4f30-b2f2-b53ddaf77c59
3901,1814,2024-05-08,Email,Resolved,df5c2d4b-b8f3-4a59-aa57-c758fd9c9959
3902,509,2024-02-04,Visit,Unresolved,eea5c45e-9f21-46b5-8225-b6e15681c95e
3903,840,2024-05-09,Email,Unresolved,b7ffbf01-f87b-4aff-a376-1a9fc9e5bd19
3904,214,2024-01-28,Call,Resolved,9a73333f-91be-42dc-810d-dbef87639476
3905,1246,2023-10-24,Visit,Resolved,69072560-333f-432e-a406-05b436329fc9
3906,1830,2024-05-08,Email,Resolved,af195129-551c-4edf-8eed-f35629a20a3e
3907,819,2024-03-15,Visit,Unresolved,1c1756b1-cdac-40c8-9b50-fe65821930ce
3908,1548,2024-04-14,Visit,Resolved,07222586-3d9a-4f08-bded-e0aa54b39dba
3909,1426,2023-12-01,Visit,Resolved,61ae90df-ce3b-461c-a6ce-3ab84edde590
3910,1081,2024-02-28,Visit,Resolved,afd086c0-d58e-4b55-8fd3-01808d36caec
3911,1362,2023-10-24,Visit,Unresolved,4b162cda-bf07-4011-adc1-65ed94598d1a
3912,853,2023-12-01,Visit,Unresolved,9c5da525-2d75-4d07-8935-aafa9522c0e1
3913,1962,2023-12-10,Email,Unresolved,6e7de74a-ada7-44c1-b127-90d491d7d424
3914,1526,2023-12-27,Email,Resolved,2f7de7b0-6427-4aa0-8c18-f498db91de53
3915,1499,2023-10-09,Visit,Unresolved,34c8395e-b76a-418a-b667-255aa9a0b544
3916,398,2024-03-09,Call,Resolved,1605fab5-f786-48fa-a907-e5366f147ff5
3917,1853,2024-05-04,Visit,Unresolved,b4a9ade7-5f26-4222-bd1e-447a512e138b
3918,122,2024-05-01,Visit,Resolved,b57745a9-0dab-44e9-99fb-a5a7296ee202
3919,1199,2024-05-23,Call,Unresolved,e84f6ea9-8a5a-4536-a8d6-81d94be93d28
3920,354,2023-08-09,Email,Resolved,6fc31094-de08-41aa-b96d-df12c9df7883
3921,151,2023-07-21,Visit,Unresolved,2ddeb53d-6f3d-4a96-80aa-872f5738ae98
3922,834,2023-08-30,Email,Resolved,3aa4a592-8b06-4ab4-8105-d0ecea076f38
3923,1279,2024-04-01,Call,Unresolved,f569d1d9-0f86-43e0-885b-208ff6f20da1
3924,1575,2024-04-11,Call,Resolved,fcefc73e-3d30-4a72-a4e5-568a07f14ee1
3925,1046,2024-06-26,Email,Resolved,ebf450cf-839b-44f7-a4ab-ca646546a216
3926,1056,2024-04-27,Email,Resolved,709d764d-a4ed-4198-bbf4-61d64062ecdf
3927,962,2024-05-05,Email,Resolved,ca26f5d1-d230-42cc-9e42-647d6f3f8ffc
3928,634,2024-04-15,Email,Unresolved,6fc3004c-48bc-4c95-b409-cc409e5b9616
3929,963,2023-12-27,Email,Resolved,a6a470b3-1497-495c-9e55-401ab7b14f1b
3930,1837,2023-08-07,Email,Resolved,fdfb408d-f22b-4055-b8b1-b842a07382f9
3931,988,2024-07-14,Visit,Resolved,3043265b-29ee-491f-a7b7-af7c750c1d54
3932,1803,2023-07-22,Call,Unresolved,d6833110-c338-43ea-a286-7e80fa6a32e9
3933,1017,2023-11-05,Visit,Resolved,2925f5fa-0dcd-47c3-8b23-abfbd0be7d09
3934,429,2024-05-08,Call,Unresolved,9b6f4c27-57a1-42a8-83cf-427a936e01b2
3935,1770,2024-05-08,Visit,Unresolved,a47e1140-0314-403d-a321-acdb57410629
3936,1132,2024-01-27,Visit,Resolved,e24aae3f-08fb-40d8-b45c-55287b7ec4aa
3937,711,2023-09-25,Email,Unresolved,f4a20aa8-0681-4500-8979-a23a2bf3671c
3938,1981,2024-07-06,Visit,Resolved,4f7910cc-3418-4b56-bc0e-61d05ad2b444
3939,1928,2024-02-29,Email,Resolved,77d84d97-8db8-45e8-b561-e6a777f81278
3940,538,2024-02-07,Email,Unresolved,e2ce93ed-e594-41cd-929a-6d42e0d7f291
3941,1623,2023-10-26,Visit,Resolved,c73627b6-9181-40be-9f30-8b62469b2098
3942,1233,2024-01-06,Call,Resolved,cf2079a2-1fc3-4cec-8ad5-0f96bac6a505
3943,1515,2024-03-13,Visit,Unresolved,4f6114ee-53a5-43aa-927e-e9ec03058f23
3944,401,2024-01-04,Visit,Unresolved,f655e8b3-cd34-4018-b6fe-f86edf8a354e
3945,767,2024-02-18,Visit,Unresolved,1efba126-82b4-4325-b28f-96848d4d87b3
3946,1282,2023-11-10,Visit,Resolved,05b1e435-c487-459c-9963-5edaa63ff8b8
3947,1291,2023-07-29,Visit,Unresolved,bcaaa36b-b473-4d8f-a751-2ff3204642e9
3948,429,2024-05-12,Email,Unresolved,47262f69-8076-426a-af28-18c3f6108c38
3949,634,2023-09-17,Call,Unresolved,62a599d3-cccc-4276-9b87-2d0e0d9feb61
3950,1321,2023-12-20,Email,Unresolved,84326c04-9f9b-4b21-9ec5-82f67a3a43cf
3951,143,2023-10-24,Email,Unresolved,bd7325ec-6276-4547-91ba-3c4de8c6324c
3952,1970,2023-12-06,Call,Unresolved,238b599f-8fbb-4c0f-968b-ccf645c309af
3953,806,2023-07-25,Call,Unresolved,34133d81-77bd-4411-b662-72dd49c57a0c
3954,1767,2024-07-05,Email,Unresolved,c92fe224-339e-4f0a-85ea-87206a69e685
3955,571,2024-06-24,Visit,Resolved,6fa33d67-366f-4b25-9ded-d126cfe85b51
3956,55,2024-04-29,Email,Resolved,fc4beacf-e413-43f8-a501-8b4c4a069717
3957,1798,2024-04-21,Email,Unresolved,4b09b93c-8240-4292-9163-180aee43a5d9
3958,896,2024-05-05,Visit,Unresolved,0e1423dc-2b1f-4242-8570-be41c8999cf9
3959,930,2023-11-15,Visit,Unresolved,061a9d9c-5d06-4f1a-994a-2da547991aa9
3960,449,2023-08-19,Visit,Resolved,b22753b9-4f09-4e98-98e1-d03dda051c46
3961,646,2024-02-15,Email,Unresolved,a69ef46c-82be-4196-90a2-adb453d0d107
3962,1588,2024-06-10,Visit,Resolved,99a659d3-0902-4e9b-9176-af958f468001
3963,1237,2024-06-06,Email,Resolved,1d18693f-77f9-4474-8f77-b0279661522d
3964,695,2023-12-17,Email,Resolved,4cb04d50-ead6-4a8e-8260-56c3468f97f8
3965,1796,2023-12-29,Email,Unresolved,8abd554d-1f4a-4e6b-b8d9-9b767130cdf5
3966,701,2024-04-04,Call,Resolved,69b78c80-e771-44bc-aae9-38bff4c05185
3967,1674,2024-05-09,Email,Resolved,dba54d27-dd1f-47e3-9656-e3a9eb432ab2
3968,1476,2023-11-23,Call,Unresolved,8580705d-b479-49c8-b682-944685eda852
3969,1137,2024-04-03,Call,Unresolved,345c453a-513d-441a-9b18-3f1615bea891
3970,439,2024-04-10,Call,Unresolved,5334f339-ad28-47f6-8d1d-959fec872541
3971,141,2023-08-12,Visit,Unresolved,983c60f2-b4e4-4850-9fe8-39f1cf98e3f4
3972,1340,2023-08-08,Call,Unresolved,b48d0a6c-803c-4ddd-a23d-72c7af4853d5
3973,430,2024-01-02,Call,Resolved,f956b7a7-04a2-4007-9fcf-78e02ee75366
3974,485,2024-05-19,Email,Unresolved,1315dfd4-f908-4e49-b85d-dcb67d7a77f2
3975,1183,2023-12-12,Email,Resolved,8fdf3202-e635-437c-a357-6bc1de211398
3976,750,2024-02-24,Visit,Unresolved,89db6e35-7275-4d31-963e-bc568e990de9
3977,1985,2023-11-12,Email,Resolved,19860b42-b7b2-49b5-9029-610b33644bf2
3978,1732,2023-08-19,Visit,Resolved,13519dea-1139-4b11-a5ba-6fa7db652416
3979,790,2023-10-15,Email,Resolved,e6b8b13b-1eac-4386-8148-a41bb5960fa1
3980,950,2024-01-31,Call,Unresolved,92199fb6-75ea-4e45-9433-0e77cec241b2
3981,55,2024-02-17,Visit,Resolved,13ca7478-2323-4f42-9a76-4d190ee2888b
3982,1101,2024-04-03,Call,Resolved,491c0b3f-bfde-4887-8d49-58c0427cb7d0
3983,87,2024-07-05,Visit,Resolved,c8f947c6-3b5e-4630-91aa-408c3c7a08de
3984,1805,2024-02-26,Visit,Unresolved,576fe4bd-6f1c-43bc-9415-53ccd77950de
3985,1023,2024-02-28,Call,Unresolved,58259723-2627-4865-bf9f-22046074a0e5
3986,1419,2023-09-11,Call,Unresolved,69f6c40f-1d0a-40a8-b5bc-9c63f619f592
3987,1081,2024-04-17,Call,Resolved,98049fe9-351a-4ba8-8f22-aca5d60a07e9
3988,760,2023-11-29,Visit,Resolved,ad91bdbe-c6f4-4815-b2c9-f1c79e112264
3989,1757,2023-08-23,Visit,Resolved,7b5dbf71-e709-4f89-afd1-9c18cd47a824
3990,520,2024-02-02,Email,Resolved,f0096a9b-3ada-49b6-83ce-5844e111025f
3991,987,2023-12-26,Email,Resolved,60495873-9184-4b33-b93d-022e56e95f52
3992,382,2024-06-07,Email,Unresolved,9d7eee41-5161-497c-9c68-086f65ef9b90
3993,277,2023-08-23,Call,Resolved,bc37b398-816e-43f5-a7fe-be784bc336ef
3994,1828,2024-03-23,Visit,Unresolved,904b16ac-58f5-484b-8b4a-12c420c2c38d
3995,808,2024-05-19,Call,Unresolved,075710c7-e98c-4d6d-90b4-c81e29493ea1
3996,1484,2023-12-18,Visit,Resolved,d9fff913-49f6-4d14-95c7-85e7fbee45c7
3997,1032,2024-02-19,Call,Resolved,4157d979-972a-4fdb-86a6-8a2458754f08
3998,1705,2023-12-04,Email,Resolved,33ba51cc-8281-4e36-b7de-bde918433fcd
3999,599,2023-12-12,Email,Unresolved,75a835d4-9d64-4c95-93ea-66dc4c440501
4000,836,2024-04-20,Visit,Resolved,204b1681-c584-43ec-9dc9-9717926365ec
4001,674,2023-08-20,Call,Resolved,1fa68fbc-04e1-4f84-b598-73f50d42fa60
4002,848,2023-12-12,Email,Unresolved,c23dd36d-ce43-46ae-8e86-b73b2a286e40
4003,578,2023-10-23,Call,Resolved,36b13c60-290d-476d-9948-05276c286d67
4004,462,2023-08-22,Visit,Unresolved,482967d0-e1fc-4076-aa80-80884bbdf1cb
4005,1737,2024-05-22,Call,Unresolved,58ba05af-b636-43b8-a6ab-ed5954f57a88
4006,1750,2023-10-20,Visit,Resolved,44ee49c9-d806-48cb-b93c-98ae2895dfef
4007,67,2024-04-15,Email,Resolved,cb7b26be-0c97-47b6-b0a7-1fd14573fe13
4008,407,2024-04-25,Email,Resolved,09d2d3c6-7356-476b-bd5e-70faaef7c03e
4009,431,2024-03-21,Email,Unresolved,d6b16328-e093-49f5-959d-0b2e23096d0d
4010,297,2023-12-29,Call,Unresolved,86956853-e902-4e29-a4dd-49bdb0b684e5
4011,1248,2024-03-08,Call,Unresolved,a9bf3d5b-f2c7-4108-a340-1e96b1c5eb05
4012,1403,2023-08-19,Email,Resolved,74845813-0aec-4ee3-9394-42d014a42be1
4013,666,2024-03-12,Email,Resolved,1deb87f7-f82b-4328-98df-356523316d79
4014,1791,2023-09-25,Call,Resolved,f5f34a9c-7654-4990-be99-8751d4dd8208
4015,1582,2024-05-07,Visit,Unresolved,e9ec287e-7df9-4e0c-9392-f037edb25d1b
4016,13,2024-03-13,Email,Unresolved,09122fb8-5915-41de-8128-36853200869e
4017,238,2024-04-08,Call,Resolved,cefbcbfc-b866-49fa-97c6-8e6050f2ae6a
4018,853,2024-06-23,Visit,Resolved,f768bf9c-c807-46ee-874d-89a50e36c1e6
4019,1703,2024-03-04,Call,Resolved,43577421-48fa-44a1-9c6c-55de85e97a0d
4020,1678,2023-08-17,Call,Unresolved,879b256d-ccd8-439a-ab3f-7180a9e340f0
4021,1358,2024-07-07,Call,Unresolved,ff948806-c34d-4ca4-87ae-8cba1bcc32b0
4022,1508,2024-03-27,Call,Unresolved,2fd53d0d-90fe-4607-b928-36ae42a63937
4023,1439,2023-12-05,Call,Unresolved,1fa3b9e6-d2c7-4031-8ce5-e9f031fd71bd
4024,1912,2024-06-13,Call,Resolved,f8d001ca-6e0a-464f-8940-13fe03f416e8
4025,2001,2024-03-26,Email,Unresolved,4c9fcd69-9350-4875-b5a1-9ea2669c8b55
4026,1117,2023-09-26,Call,Resolved,582f20a7-ea10-4be9-a603-6847a8163a5b
4027,1005,2024-01-13,Call,Resolved,03ca2390-ff66-4aeb-99ef-0040df1e8a75
4028,1750,2023-11-21,Call,Resolved,3fea5014-7959-4852-83c9-759b08741125
4029,1500,2024-06-21,Visit,Resolved,7ef82856-f83e-4605-911d-2ddc90b17abc
4030,487,2023-08-11,Visit,Resolved,dbd6978b-ec5c-41b8-a9b5-9bc1d73e792a
4031,357,2023-11-21,Call,Unresolved,fb548de6-b673-49eb-8fcb-ea436c56b8df
4032,316,2024-06-05,Email,Unresolved,d76d5695-b479-4efe-8de6-099db298305d
4033,613,2024-03-18,Visit,Unresolved,52ad1847-c7cb-42bd-bf57-23014d2ecb1f
4034,1750,2023-09-25,Visit,Resolved,10e33b1a-5d76-4d47-9136-d488ba2be0ab
4035,951,2024-02-06,Email,Resolved,70917964-2af1-4a72-bcd4-634bea620800
4036,1817,2023-07-23,Email,Resolved,9ee8339c-9488-481a-903c-c1c54d503be8
4037,893,2024-04-03,Email,Unresolved,b9755904-aeaf-4862-8c5a-d065410cfcf5
4038,1792,2023-12-14,Visit,Unresolved,de591e46-8d9f-497c-99ae-34dcb36455d4
4039,337,2023-08-30,Visit,Resolved,43614420-c3c8-4517-b887-2b18dc23d90e
4040,292,2024-05-01,Visit,Unresolved,cd9327a1-ac6b-43bb-8f36-3a83920aed53
4041,478,2024-07-14,Visit,Unresolved,b2640a38-1770-4342-b88a-a4f6d2ab36ec
4042,473,2024-05-10,Visit,Unresolved,98fb5602-40b6-4a3a-84b3-02dd49a11bc7
4043,497,2023-08-14,Email,Resolved,177b89b4-1b17-45a2-b402-4ea329f297aa
4044,909,2024-07-06,Visit,Unresolved,b339e68b-5e9d-4ea9-9c19-0b042f30198a
4045,39,2024-02-02,Call,Unresolved,24e6e64b-1f74-4000-b5b0-e52c45dfb352
4046,519,2023-08-05,Call,Resolved,ffbd00fb-2dbd-403b-8f36-da984eb4f464
4047,1238,2024-06-21,Call,Resolved,2704ca78-7b0e-40a4-a412-b965a13f06c3
4048,926,2023-09-23,Email,Unresolved,48a8c494-67f4-45de-9c06-1806e577a5a5
4049,697,2023-07-27,Call,Resolved,16a3cf59-1bab-4035-b2e6-a0a3cc887342
4050,1072,2024-04-01,Visit,Unresolved,422ceaba-cb24-4a50-b1d9-aa09fc443512
4051,844,2024-03-07,Call,Unresolved,f64e1447-342f-4347-a175-037a565a2776
4052,1808,2024-06-28,Visit,Unresolved,d55056d7-7187-48cd-962f-5680a9647dac
4053,1011,2023-12-11,Email,Resolved,1be9dd29-9cec-4b70-9660-c43a4ce075fb
4054,70,2024-04-09,Email,Unresolved,b0f7db8c-f44b-4f98-aa67-1857357508be
4055,1510,2024-05-05,Call,Unresolved,d29cb023-7eac-4ef6-b710-327e8f933228
4056,573,2024-03-01,Email,Resolved,f5fbb849-5da0-4ba6-a6e0-4b994edc9eec
4057,1124,2024-01-24,Visit,Resolved,28345f33-6609-49b0-ba15-f6c25317e8e1
4058,1359,2024-07-12,Call,Resolved,e82138d0-ba11-4921-8dcf-1ade04d5ffb8
4059,329,2024-04-28,Email,Unresolved,0611a874-c7d1-4ca1-acda-26c7033d743c
4060,282,2024-05-23,Call,Unresolved,da3616f8-4b5e-462b-a7d1-6a89f3f4791d
4061,1252,2023-12-20,Email,Resolved,67e170ac-e020-43ff-b690-fbed13f7139e
4062,1333,2024-03-16,Call,Resolved,fb94d980-298a-4bfc-bf3a-f5229fb4fb30
4063,1071,2023-07-29,Visit,Unresolved,2e69bbd0-d696-4fe8-9164-86cb1d712e52
4064,1404,2024-07-18,Call,Unresolved,c34fc7df-d712-4bb8-b91a-0543d2f3ded7
4065,1970,2024-06-20,Visit,Resolved,e8540316-59c8-4b0a-afcb-10e0d253a913
4066,429,2024-05-06,Email,Resolved,b28d170c-6137-4b15-84bf-23e6330c7295
4067,375,2023-11-09,Visit,Unresolved,3fc20cd9-aba6-494f-b86c-6f2749ef9479
4068,1704,2024-06-05,Email,Unresolved,356736e4-870c-4343-ad4f-bb122ab05a80
4069,646,2024-06-19,Visit,Unresolved,74b9d3fd-6e3f-4d8e-b685-12a7ea3a2365
4070,1943,2024-07-02,Visit,Resolved,8e330d62-68d1-45d9-9997-d593370845f3
4071,1476,2024-06-09,Call,Unresolved,50f5a5eb-4839-494d-9820-9e76591bfb1d
4072,1611,2023-10-18,Visit,Resolved,947ae666-c013-4202-b345-4dd524eaa176
4073,1044,2024-05-03,Email,Resolved,42fbda5d-aef8-417d-a0e0-b1715b243c0b
4074,184,2024-01-21,Email,Resolved,4c62f80b-a863-4bf9-bfe2-d38c04f19ddc
4075,980,2023-10-23,Email,Resolved,89eded3d-3e96-496a-86a9-143169b62b12
4076,104,2023-08-02,Call,Unresolved,4c4db050-5181-4383-b0d8-9c869877417a
4077,1500,2024-02-28,Email,Resolved,e163d9be-9079-4b3d-8f66-57fb2cde167f
4078,1284,2024-07-13,Visit,Unresolved,91448358-aa90-4661-ad50-154bd097e548
4079,1792,2023-08-04,Call,Resolved,60403f35-f14d-4ead-a616-8a852496a98d
4080,1015,2024-03-13,Email,Resolved,8f534f1d-1f0d-4e6a-9472-56f2099fb64f
4081,891,2024-04-25,Call,Resolved,50714d3b-56f8-478a-8755-2b55251e37d9
4082,1625,2023-11-15,Call,Unresolved,0a522e3f-5d6a-4ae4-b1a0-7d5f6fef8c7e
4083,1563,2023-10-08,Email,Unresolved,8a5b5b94-0094-487d-ae6b-a0277cb97688
4084,362,2024-07-08,Visit,Resolved,9f94fe2f-d5af-4c76-8548-1805e9fe59ba
4085,554,2024-07-11,Email,Resolved,d14e70c0-8d94-4ee4-981f-0eec862bbd52
4086,814,2024-02-15,Call,Unresolved,5d290017-efa2-4e02-8c45-2ff69c78e4b9
4087,733,2024-05-18,Call,Unresolved,99ef2074-d148-488a-be45-9dd18a2ba763
4088,398,2024-02-23,Call,Unresolved,6a9af4a0-4c19-43f7-b78d-3ff877517a78
4089,707,2024-04-09,Call,Unresolved,16ff3a07-3a7f-4c71-abe3-f3e9a1f87b07
4090,1873,2024-04-28,Call,Resolved,3b5da133-fd08-47c5-8e26-5a2b217a83c5
4091,1816,2024-04-05,Email,Unresolved,a98f82ef-e2d0-419b-a9d9-2770a0a1df75
4092,727,2024-07-14,Visit,Resolved,2aedff19-c8b5-4edf-882b-f29da297b478
4093,583,2023-07-26,Visit,Resolved,c966a2f4-3853-42e3-8d90-1d2ad0cfc55d
4094,556,2023-09-21,Email,Unresolved,34e5323c-df56-4a1c-9a1c-d41b1c575d8f
4095,861,2023-11-28,Call,Unresolved,0bd02927-b6fe-4e6b-8a94-b8737cb6563c
4096,1628,2023-10-29,Call,Resolved,76bda5d5-8f76-4ea7-a131-c4d43a5e3d36
4097,1990,2024-03-11,Email,Unresolved,1e820c9a-de4f-4445-a8eb-032a009b47fe
4098,1471,2023-12-15,Call,Resolved,d2be2723-91a6-4a77-9dee-bcbcb1ae7c96
4099,1435,2024-06-02,Visit,Unresolved,e1791143-f52a-4507-a45f-c5c6afed0656
4100,919,2023-12-18,Call,Resolved,03aa61d3-cb74-4b9f-b3b1-c3301e262b68
4101,1297,2023-12-30,Call,Unresolved,0ac55b12-cfb9-4707-852e-7f76cfd8695a
4102,325,2023-08-16,Call,Unresolved,cfa56bed-3c89-4768-a72b-51ab607becb9
4103,448,2024-03-08,Email,Resolved,d5e7ccbf-f359-46d8-8472-fb2214dbb701
4104,496,2023-11-22,Call,Resolved,c9139c7d-b8cc-4cd0-8897-460c22e80726
4105,1506,2023-09-19,Visit,Unresolved,6c54e129-c000-4ba3-bf89-f93c5393293a
4106,746,2024-03-26,Call,Resolved,8c100615-ea68-4311-9a2f-f0d9c587b100
4107,380,2024-04-30,Email,Resolved,50ec61f3-13bc-43a6-9fb8-e8b7975a8e64
4108,1163,2023-11-25,Visit,Unresolved,61af3f82-6a21-4fb9-ace3-9591031c97de
4109,1699,2024-07-18,Email,Resolved,7f5fd84f-006c-411a-aeae-7e4160b69aae
4110,635,2023-11-15,Visit,Resolved,48162641-183e-4fa1-aab8-2801c3fe4041
4111,728,2024-02-05,Call,Unresolved,173fc795-a116-4b11-9fb9-1dac58f488ad
4112,656,2024-03-01,Call,Resolved,a5af7962-4a5a-43ea-964b-4ef0eb5189ed
4113,1248,2024-06-23,Email,Unresolved,31ec3a80-17fd-4672-94ed-852c2dd27605
4114,2004,2023-10-12,Email,Unresolved,44386c6c-0218-43f6-8c86-e95f5fb88b69
4115,869,2023-10-09,Call,Unresolved,1451a20f-1f68-4c5d-aef0-c6727329ee59
4116,1162,2024-07-06,Visit,Unresolved,5a295257-cd10-427a-9d05-ae21070f435d
4117,958,2024-04-17,Email,Unresolved,a244ca58-3369-4999-b03a-edb8730a59a2
4118,606,2023-12-09,Visit,Resolved,0be686ba-d0fc-4323-961f-eaf4be79b492
4119,1416,2024-01-10,Email,Resolved,53ff295b-0e0e-4f16-9341-d27297f85908
4120,1282,2023-12-04,Visit,Unresolved,6f8584c9-b7df-48ea-84d0-130c82f8ec27
4121,612,2024-05-17,Visit,Unresolved,2dd10f01-89b3-4ebb-a235-8adb262c2f66
4122,296,2024-03-14,Email,Resolved,d723b4ee-661e-4e4b-8781-8ca016efbf08
4123,1749,2023-10-26,Visit,Resolved,6385e705-bce2-4633-b62d-90939176a57e
4124,1587,2024-06-13,Call,Unresolved,28b68d91-1f3e-4288-a94e-1c5bf75ff54d
4125,1961,2023-10-03,Visit,Resolved,ce41a5bd-c558-426e-81d9-9af0720bf25e
4126,1440,2024-02-12,Call,Resolved,7e07555a-f26a-4f69-bc50-abf784384e56
4127,1962,2024-01-01,Visit,Resolved,762d0e3b-7269-412d-afa0-e4d524654cda
4128,1556,2024-03-08,Visit,Resolved,aac3807c-a3fd-406e-ac3b-2f9a573930aa
4129,134,2023-12-06,Email,Resolved,d2e8e954-f832-4c7f-b74f-f3ec2b2f786a
4130,759,2024-02-06,Visit,Unresolved,fdc599f5-3831-4309-8a6a-4a12c3ca0c1b
4131,1748,2024-03-10,Visit,Unresolved,954ca4fb-137e-4bbf-b377-48b6067afe90
4132,1547,2023-10-02,Email,Resolved,9f68fe27-dc3a-4081-be24-feab882ae74e
4133,1910,2023-12-16,Visit,Unresolved,a36ae75a-fb0e-41fa-b6d5-eac4192120e8
4134,1586,2024-06-01,Visit,Unresolved,9ea74729-3fb6-46a6-a106-363c9270a81b
4135,1695,2024-06-17,Visit,Unresolved,257d92f1-b66b-4028-81ff-f4c0fca73d2c
4136,611,2024-03-03,Visit,Resolved,b26aeca4-b65d-4ee3-b4c1-1ecac28cf7bf
4137,1780,2024-03-08,Email,Unresolved,20c63832-add0-4084-8ab8-513d88249837
4138,335,2024-07-09,Call,Unresolved,07611ffe-0c4c-4ce3-b043-48472de3a0a7
4139,1211,2024-06-30,Call,Resolved,86983928-16f6-47e2-8a9d-45c6dddcfa01
4140,330,2024-03-30,Email,Unresolved,29217bd5-18f6-4548-8009-c39d94689322
4141,70,2023-10-18,Call,Unresolved,817864a4-12d0-4421-be6e-5be77ef95984
4142,760,2024-03-26,Email,Unresolved,d072f0f2-02e3-44a5-91b2-bb0eefce0dc7
4143,1607,2023-09-22,Call,Resolved,f3fa6cbb-a2eb-469c-9e04-85055cab0b51
4144,1309,2023-10-16,Call,Unresolved,865e09ba-11e4-41d5-890c-ffaaa9386cb1
4145,1197,2023-07-20,Call,Unresolved,d835ed97-f7dd-4eec-8721-76705b695d04
4146,1317,2024-02-27,Visit,Resolved,16283f87-b673-4f67-808f-c685ded79ee6
4147,471,2023-09-07,Visit,Resolved,093cd5c9-48de-4982-8889-5dcc536bd472
4148,1756,2024-03-25,Visit,Resolved,93ecb77d-305f-4a69-83d7-dbbcf0ddd12c
4149,1674,2024-03-17,Call,Unresolved,4f859a21-f79a-4dd0-bea8-211a3ec3987f
4150,653,2024-04-06,Call,Unresolved,4b3ff24d-9d93-490c-be51-d3fe0b219beb
4151,467,2024-01-27,Visit,Resolved,9dfd8dce-055e-49e6-89bc-a0861aa868dc
4152,672,2024-04-14,Call,Resolved,eb1d146d-a82e-4a4f-bb73-d6a309206d7c
4153,1658,2023-08-08,Call,Resolved,0ebf0fcd-3c09-447c-9c82-b31c2bfaadd1
4154,63,2024-01-28,Visit,Resolved,5b60c466-7fa1-4c7e-ba48-2d4553b596f0
4155,35,2023-08-14,Call,Unresolved,04316d1d-c5ee-4f60-a1c5-487163e8b291
4156,1994,2023-10-28,Email,Unresolved,ae37ec71-d9c3-4a1e-8e68-efeef2c47b95
4157,955,2023-12-27,Visit,Resolved,52bd42a3-f214-42f7-a1b6-443806abb646
4158,399,2023-11-01,Visit,Resolved,60ebbfc7-af9e-4509-95fd-37139b9db6ce
4159,579,2024-06-30,Visit,Resolved,3be73709-8ece-4882-83cc-bc6db53458fa
4160,908,2023-12-02,Email,Resolved,f496faad-c3bc-490d-8c14-f0fd9d091990
4161,463,2023-07-19,Call,Resolved,f087a371-79fa-401e-9e3f-1faa74cad204
4162,154,2024-04-22,Visit,Resolved,57191fd9-205e-49a1-bad9-5b2177aa659a
4163,1383,2024-02-29,Email,Resolved,9724c880-8c50-4c50-a9b2-6eb8ff7c0ce1
4164,391,2023-11-24,Visit,Unresolved,288c236b-8e73-4600-9d2f-b110df6e332f
4165,340,2024-03-28,Visit,Unresolved,a4b3db9d-bb8d-4b47-a6af-13ec26e609d9
4166,778,2023-12-08,Email,Unresolved,747a8712-39db-4a92-a4a8-65a1ebb5ba32
4167,251,2023-12-16,Visit,Resolved,ac8c707f-4744-4052-ab18-a9c754b86b66
4168,364,2023-12-17,Visit,Resolved,8cd82e94-bf1e-452c-982d-b6959a36d717
4169,78,2024-03-01,Email,Unresolved,e7084141-436a-4265-b208-0365ee6a96bb
4170,471,2023-07-22,Call,Unresolved,cf405eff-3e3d-488d-bbcb-71823f33ab9d
4171,459,2024-01-15,Call,Resolved,8aa792c4-01d1-432d-b731-8654765b5d61
4172,941,2023-12-15,Call,Resolved,8856efe3-632b-4e96-829b-530aa2d98148
4173,162,2023-09-13,Visit,Unresolved,98a63d59-80fb-4299-99dd-747532dbf617
4174,131,2023-12-26,Call,Unresolved,f6179cc2-a922-42a4-9af8-45da08d0f5a9
4175,1861,2023-12-22,Email,Unresolved,6275381f-b158-48f0-981f-e86016a1d20e
4176,1703,2024-02-28,Email,Unresolved,71ab76ec-f524-4b30-b70a-931d08da2ef7
4177,772,2024-05-26,Email,Unresolved,35690bb7-8f21-454a-b1e5-b861d4b9ec3b
4178,200,2023-08-12,Visit,Resolved,8985c3ef-050d-4ab0-99ab-3452f255fa6e
4179,1087,2024-06-30,Call,Resolved,6ece9455-7743-476d-b548-a76a7f90f031
4180,298,2024-07-03,Email,Resolved,2d4fcda0-0be7-4b8e-8836-e18e6274a815
4181,182,2024-06-23,Email,Resolved,a0b93f58-ad32-4720-a8aa-55d5c521c09c
4182,583,2024-05-28,Visit,Unresolved,2e200265-2bf5-4947-8c45-251e18fff940
4183,917,2024-06-23,Email,Resolved,2381a10b-8981-4a6f-9bb4-ef072de4c4d3
4184,895,2023-10-18,Email,Resolved,efe1d596-6b40-45b1-bda3-1383286528a7
4185,1548,2024-03-17,Email,Unresolved,6887f1bb-6b95-46e3-8c59-f06f5cc6fc57
4186,1771,2023-08-03,Call,Resolved,4357fdc8-d4b9-4f2d-888f-60802b0c7b54
4187,892,2024-05-31,Call,Resolved,7f78c453-1b4b-47ef-bef1-652202889ac6
